ID,SRID,First_Name,Last_Name,Address,City,State / County / Province,Zip / Post Postal,Country,Phone1,Phone2,email,TimeZone,Languages,BankName,BankAccountNumber,BankSWIFTCode,NumberOfTimesRequested,TimesConnected,AmountPaid
1378,SR00000628,Shala,Ogle,4956 Midway Rd #65,Fatima,QC,G4T 2N4,Canada,418-823-9061,418-311-3882,shala_ogle@ogle.org,GMT-5,3,,,,,,
1379,SR00000629,Shasta,Canonico,71 West Ave,Sault Ste. Marie,ON,P6C 2C8,Canada,705-531-2796,705-277-5384,shasta_canonico@aol.com,GMT-5,"3,7",,,,,,
1380,SR00000630,Wenona,Braseth,7 Ramon Rd,Beloeil,QC,J3G 2C1,Canada,450-751-1928,450-619-1328,wenona.braseth@braseth.org,GMT-5,3,,,,,,
1381,SR00000631,Marla,Gallati,922 Railroad Ave #7063,Lachine,QC,H8R 1R7,Canada,514-872-9323,514-803-7622,mgallati@gmail.com,GMT-5,7,,,,,,
1382,SR00000632,Myra,Palenik,5661 Harding St,Montmagny,QC,G5V 1N6,Canada,418-930-7475,418-341-2016,myra_palenik@palenik.com,GMT-5,8,,,,,,
1383,SR00000633,Lawanda,Jacocks,92 A Glenneyre Ave,Cranbrook,BC,V1C 4E3,Canada,250-226-8113,250-239-2228,lawanda.jacocks@gmail.com,GMT-8,9,,,,,,
1384,SR00000634,Curt,Kohlman,5 Westbranch Dr #36,Saskatoon,SK,S7M 3S3,Canada,306-739-3437,306-337-6391,ckohlman@hotmail.com,GMT-6,"9,3",,,,,,
1385,SR00000635,Susy,Finstad,6 N Town East Blvd,Calgary,AB,T2X 0J3,Canada,403-571-8756,403-470-2657,sfinstad@aol.com,GMT-7,9,,,,,,
1386,SR00000636,Kathrine,Kaper,100 Rombouts Ave,Halifax,NS,B3N 2X2,Canada,902-500-1564,902-523-2488,kkaper@aol.com,GMT-5,9,,,,,,
1387,SR00000637,Oneida,Pospishil,5 E King St #6,Victoriaville,QC,G6T 1N5,Canada,819-511-9240,819-899-6940,opospishil@aol.com,GMT-5,1,,,,,,
1388,SR00000638,Allene,Perera,7167 Bethlehem Pike #80,Etobicoke,ON,M9P 1J9,Canada,416-681-6822,416-806-8070,allene@yahoo.com,GMT-5,7,,,,,,
1389,SR00000639,Leonardo,Leahman,80 Wisconsin Ave,Calgary,AB,T2L 1X5,Canada,403-328-5056,403-988-3938,leonardo@aol.com,GMT-7,"8,5",,,,,,
1390,SR00000640,Nakisha,Russi,8265 W Camelback Rd,Lethbridge,AB,T1H 6T3,Canada,403-513-9660,403-207-3764,nakisha_russi@russi.com,GMT-7,8,,,,,,
1391,SR00000641,Stephanie,Rolling,45 S Cedar Ridge Dr,Lloydminster,SK,S9V 1T4,Canada,306-510-5011,306-312-8273,srolling@rolling.org,GMT-6,5,,,,,,
1392,SR00000642,Florinda,Haycock,6096 N Michigan Ave,Gatineau,QC,J8P 4L6,Canada,819-820-6568,819-888-4209,florinda_haycock@cox.net,GMT-5,8,,,,,,
1393,SR00000643,Merri,Geberth,4 Beaverbrook Rd,Winnipeg,MB,R2P 2J7,Canada,204-894-9221,204-710-5400,merri.geberth@geberth.com,GMT-6,6,,,,,,
1394,SR00000644,Malcom,Vereen,548 Midland Ave,Windsor,ON,N8T 1V1,Canada,519-334-1058,519-795-5709,malcom.vereen@yahoo.com,GMT-5,"1,9",,,,,,
1395,SR00000645,Louvenia,Abney,6 Friendship Dr #5055,Prince Albert,SK,S6V 6A4,Canada,306-256-9309,306-636-7201,louvenia_abney@hotmail.com,GMT-6,7,,,,,,
1396,SR00000646,Alita,Borlace,5 S Gage St #6175,Kenora,ON,P9N 1K7,Canada,807-289-5397,807-686-6411,alita_borlace@yahoo.com,GMT-5,4,,,,,,
1397,SR00000647,Noemi,Ill,18 Nw 6th St,Sault Ste. Marie,ON,P6B 2W6,Canada,705-414-4712,705-511-8123,noemi_ill@ill.com,GMT-5,4,,,,,,
1398,SR00000648,Nydia,Ancar,5 Pittsford Victor Rd,Edmonton,AB,T5V 1M7,Canada,780-924-8022,780-910-8459,nydia.ancar@ancar.com,GMT-7,1,,,,,,
1399,SR00000649,Hana,Meisel,6 E Rand Rd #73,Calgary,AB,T2J 1G9,Canada,403-696-7108,403-666-1982,hana.meisel@yahoo.com,GMT-7,"6,1",,,,,,
1400,SR00000650,Noel,Marrazzo,91 E Cary St,Camrose,AB,T4V 2Y4,Canada,780-447-2249,780-642-7492,noel@cox.net,GMT-7,7,,,,,,
1401,SR00000651,Brice,Rowe,5 New Circle Rd Ne,Belleville,ON,K8N 1R9,Canada,613-631-9322,613-763-3880,brice_rowe@aol.com,GMT-5,9,,,,,,
1402,SR00000652,Nguyet,Kitchens,68 Nw Raleigh St #88,Red Deer,AB,T4N 2H5,Canada,403-883-4097,403-244-5802,nguyet_kitchens@yahoo.com,GMT-7,5,,,,,,
1403,SR00000653,Janae,Mair,8 S Mcmullen Dr #38,Ajax,ON,L1T 1R5,Canada,905-501-5086,905-960-1879,janae_mair@cox.net,GMT-5,8,,,,,,
1404,SR00000654,Darrel,Makley,6 N Volusia Ave #2,Baie-Sainte-Anne,NB,E9A 1P1,Canada,506-839-5378,506-861-3998,dmakley@yahoo.com,GMT-5,"4,3",,,,,,
1405,SR00000655,Genevieve,Milionis,5 Cedar St,Sault Ste. Marie,ON,P6B 5Y9,Canada,705-467-4142,705-764-8815,genevieve.milionis@hotmail.com,GMT-5,1,,,,,,
1406,SR00000656,Giovanna,Bacho,71 S Newtown St,North Vancouver,BC,V7M 3J6,Canada,604-203-8085,604-451-5124,giovanna@cox.net,GMT-8,2,,,,,,
1407,SR00000657,Shelton,Spannuth,4 Bloomfield Ave #5,Brandon,MB,R7B 1N3,Canada,204-364-5889,204-941-7224,shelton.spannuth@yahoo.com,GMT-6,9,,,,,,
1408,SR00000658,Alison,Mahlum,841 N Monroe St,Belleville,ON,K8N 2W3,Canada,613-862-3122,613-259-2601,alison_mahlum@hotmail.com,GMT-5,8,,,,,,
1409,SR00000659,Maynard,Zufall,5094 Poway Rd,Vancouver,BC,V5X 4K1,Canada,604-875-7745,604-708-6687,mzufall@gmail.com,GMT-8,"9,8",,,,,,
1410,SR00000660,Timothy,Bussert,43 Winnetka Ave,Toronto,ON,M4C 3Y1,Canada,416-521-5624,416-250-5767,timothy@bussert.com,GMT-5,6,,,,,,
1411,SR00000661,Viola,Eddens,51 S Hulen St,Grand Manan,NB,E5G 3A8,Canada,506-772-3108,506-649-5102,veddens@eddens.org,GMT-5,2,,,,,,
1412,SR00000662,Luann,Michon,5 Goddard Rd,Montreal,QC,H2S 2G9,Canada,514-578-7262,514-640-1941,luann@cox.net,GMT-5,8,,,,,,
1413,SR00000663,Mable,Goerke,7 Woodbridge Ave,Toronto,ON,M6P 2V5,Canada,416-867-5879,416-871-4317,mable_goerke@cox.net,GMT-5,3,,,,,,
1414,SR00000664,Sabine,Kaea,48 Lower Ragsdale Dr #1349,Brampton,ON,L6W 1A8,Canada,905-586-1138,905-717-7451,sabine@gmail.com,GMT-5,"8,5",,,,,,
1415,SR00000665,Dolores,Moltz,80 S Beckley St,Fredericton,NB,E3B 2P9,Canada,506-216-2028,506-284-7449,dolores@yahoo.com,GMT-5,6,,,,,,
1416,SR00000666,Hannah,Suero,3314 Hawthorne St,Oakville,ON,L6L 3G9,Canada,905-543-3967,905-828-9745,hsuero@yahoo.com,GMT-5,5,,,,,,
1417,SR00000667,Sonia,Blan,924 W Saint Mary Blvd,Deer Lake,NL,A8A 2A6,Canada,709-512-6346,709-699-3892,sblan@blan.com,GMT-3.5,4,,,,,,
1418,SR00000668,Cletus,Stapels,9713 Wilbur Ave #163,Edmonton,AB,T6P 1K3,Canada,780-674-7330,780-675-7361,cletus_stapels@cox.net,GMT-7,6,,,,,,
1419,SR00000669,Asha,Zoldak,4 Gray Ave,Saint-Stanislas,QC,G8L 7B6,Canada,418-470-9730,418-997-7008,asha_zoldak@hotmail.com,GMT-5,"9,1",,,,,,
1420,SR00000670,Verlene,Billow,8528 A Park Rd,Brampton,ON,L6P 0X3,Canada,905-486-5455,905-421-9573,vbillow@billow.com,GMT-5,5,,,,,,
1421,SR00000671,Yesenia,Giglio,1262 W 19th St,Janeville,NB,E2A 5K7,Canada,506-858-9797,506-709-4563,yesenia@cox.net,GMT-5,4,,,,,,
1422,SR00000672,Tayna,Sine,99 Garfield Ave #370,Burlington,ON,L7R 3Y8,Canada,905-334-8817,905-989-2244,tayna_sine@sine.com,GMT-5,4,,,,,,
1423,SR00000673,Verona,Jobst,9041 Grand Plaza Plac,Montreal,QC,H3V 1E3,Canada,514-842-7487,514-879-3678,verona_jobst@jobst.org,GMT-5,6,,,,,,
1424,SR00000674,Denae,Eggers,475 S Figueroa St,Winnipeg,MB,R2K 3B5,Canada,204-341-2445,204-723-2394,denae_eggers@gmail.com,GMT-6,"3,2",,,,,,
1425,SR00000675,Rikki,Montalgo,7 Lagrange St #10,Montreal,QC,H2K 3M3,Canada,514-472-6857,514-563-2884,rikki@montalgo.com,GMT-5,8,,,,,,
1426,SR00000676,Nan,Weekly,16 Ridge Center,London,ON,N5Y 5M9,Canada,519-928-8049,519-430-6684,nan@weekly.com,GMT-5,5,,,,,,
1427,SR00000677,Sherell,Despain,66 62nd St #30,Surrey,BC,V3R 6N7,Canada,604-344-4458,604-936-4021,sdespain@hotmail.com,GMT-8,6,,,,,,
1428,SR00000678,Coral,Brennick,15 Ludlow Ave #156,Boucherville,QC,J4B 1R5,Canada,450-480-7421,450-246-6043,coral.brennick@brennick.com,GMT-5,3,,,,,,
1429,SR00000679,Phyliss,Huelse,672 Neil Armstrong St #59,Lethbridge,AB,T1K 2L9,Canada,403-540-2604,403-247-1100,phyliss_huelse@aol.com,GMT-7,"6,5",,,,,,
1430,SR00000680,Jesse,Wida,1 E Gabilan St,Burlington,ON,L7T 3Y9,Canada,905-356-4735,905-744-5778,jesse@wida.com,GMT-5,7,,,,,,
1431,SR00000681,Latonia,Helander,6325 Statesville Rd,Brampton,ON,L6V 4R8,Canada,905-723-5674,905-209-4309,latonia@helander.com,GMT-5,2,,,,,,
1432,SR00000682,Aimee,Clozza,7 N Wacker Dr #42,Ottawa,ON,K1K 0K4,Canada,613-804-8102,613-832-9403,aimee_clozza@clozza.org,GMT-5,3,,,,,,
1433,SR00000683,Marcelle,Staie,76 N Harlem Ave,Stoney Creek,ON,L8E 4S4,Canada,905-817-1934,905-209-2680,marcelle_staie@aol.com,GMT-5,7,,,,,,
1434,SR00000684,Ilda,Schuring,80 Ringwood Ave #7,St. Albert,AB,T8N 1L5,Canada,780-830-2958,780-287-2408,ilda_schuring@schuring.com,GMT-7,"6,10",,,,,,
1435,SR00000685,Aileen,Klukken,8 Wilfong Ln,North York,ON,M2N 2T3,Canada,416-390-4510,416-717-1243,aklukken@klukken.com,GMT-5,3,,,,,,
1436,SR00000686,Davida,Zeng,8881 Hopkins St,Sainte-Sophie,QC,J5J 2B5,Canada,450-375-8192,450-274-3903,davida_zeng@yahoo.com,GMT-5,5,,,,,,
1437,SR00000687,Beata,Rubarts,19 Torresdale Ave #58,Victoria,BC,V8X 1R2,Canada,250-808-6765,250-421-9805,beata_rubarts@aol.com,GMT-8,6,,,,,,
1438,SR00000688,Angelyn,Wieand,79 Craig Rd,Brampton,ON,L6X 0E3,Canada,905-838-3914,905-637-2696,angelyn_wieand@wieand.com,GMT-5,7,,,,,,
1439,SR00000689,Claudio,Hummell,432 Eastman Ave,Calgary,AB,T3L 2H1,Canada,403-481-8843,403-734-2361,claudio_hummell@hotmail.com,GMT-7,"9,7",,,,,,
1440,SR00000690,Krystal,Twyman,9 Garcia Ave #38,Scarborough,ON,M1C 1N8,Canada,416-712-8230,416-253-3534,ktwyman@gmail.com,GMT-5,5,,,,,,
1441,SR00000691,Adela,Echegoyen,128 W Kellogg Dr,Burnaby,BC,V5B 4L5,Canada,604-571-8392,604-693-8094,adela.echegoyen@echegoyen.org,GMT-8,4,,,,,,
1442,SR00000692,Ryan,Phibbs,7827 Commercial St Se #37,Regina,SK,S4V 3B8,Canada,306-621-2626,306-246-7105,rphibbs@gmail.com,GMT-6,6,,,,,,
1443,SR00000693,Edmond,Buettner,67 N Washington Ave #960,Saint-Eustache,QC,J7P 1A5,Canada,450-829-7834,450-808-1619,edmond_buettner@buettner.org,GMT-5,6,,,,,,
1444,SR00000694,Catina,Emmert,19 Distribution Way,Thunder Bay,ON,P7C 4H3,Canada,807-652-2563,807-393-4181,catina@gmail.com,GMT-5,"8,8",,,,,,
1445,SR00000695,Milly,Pattengale,20 Fort Campbell Blvd #4792,Wetaskiwin,AB,T9A 3K1,Canada,780-799-6418,780-944-4851,milly@hotmail.com,GMT-7,2,,,,,,
1446,SR00000696,Jules,Erichsen,1 Parkfair Dr #1219,Mississauga,ON,L5C 1L3,Canada,905-929-8054,905-671-9830,jules@cox.net,GMT-5,3,,,,,,
1447,SR00000697,Denna,Miklitz,1736 Us Highway 19n N #6,Saint-Jean-sur-Richelieu,QC,J3B 0C5,Canada,450-409-1005,450-752-3781,dmiklitz@yahoo.com,GMT-5,7,,,,,,
1448,SR00000698,Willetta,Cesa,578 E Us Highway 36 #3,Membertou,NS,B1S 2P3,Canada,902-981-7382,902-906-9598,willetta_cesa@gmail.com,GMT-5,6,,,,,,
1449,SR00000699,Johna,Magathan,1724 W Dodge Rd,Edmonton,AB,T6K 4E5,Canada,780-994-6272,780-550-9766,jmagathan@magathan.org,GMT-7,"3,7",,,,,,
1450,SR00000700,Ollie,Oliverson,1 W 8th,Etobicoke,ON,M9W 3W4,Canada,416-762-4001,416-291-7332,ooliverson@cox.net,GMT-5,7,,,,,,
1451,SR00000701,Sherly,Vitrano,8 Cochise Trl,Sydney,NS,B1P 1C1,Canada,902-480-3185,902-389-5380,svitrano@hotmail.com,GMT-5,5,,,,,,
1452,SR00000702,Kindra,Dishong,4 Sutton Ln,Nepean,ON,K2E 6A5,Canada,613-510-3295,613-620-3122,kdishong@gmail.com,GMT-5,8,,,,,,
1453,SR00000703,Vanda,Tentler,7 Shetland Ct,Kimberley,BC,V1A 2M7,Canada,250-605-3501,250-603-4234,vanda_tentler@tentler.org,GMT-8,8,,,,,,
1454,SR00000704,Marshall,Fitgerald,526 Main St,Calgary,AB,T2M 4H2,Canada,403-918-5509,403-247-8676,marshall_fitgerald@cox.net,GMT-7,"8,6",,,,,,
1455,SR00000705,Kelvin,Hasha,18 Duluth St,Edmonton,AB,T5M 4A7,Canada,780-227-7373,780-756-7823,khasha@hotmail.com,GMT-7,3,,,,,,
1456,SR00000706,Darrin,Mathiasen,35 Peconic Ave #4,Boucherville,QC,J4B 3Y4,Canada,450-536-7426,450-609-7284,dmathiasen@hotmail.com,GMT-5,5,,,,,,
1457,SR00000707,Susana,Mccarley,7 S Quebec,Windsor,ON,N9E 2G5,Canada,519-491-9261,519-394-8785,susana_mccarley@gmail.com,GMT-5,8,,,,,,
1458,SR00000708,Wilson,Nickelson,74 Se 3rd Ave #1494,North York,ON,M2J 3W5,Canada,416-376-7867,416-595-9807,wilson_nickelson@aol.com,GMT-5,6,,,,,,
1459,SR00000709,Malissa,Talty,3 Bush St,Saint John,NB,E2M 2N5,Canada,506-724-2777,506-251-4329,malissa@talty.org,GMT-5,"9,2",,,,,,
1460,SR00000710,Tandra,Castillanos,629 105th Ave,Hamilton,ON,L9C 3G2,Canada,905-715-9339,905-844-6061,tcastillanos@castillanos.com,GMT-5,4,,,,,,
1461,SR00000711,Lorean,Sammon,58 Executive Dr,Regina,SK,S4S 3Y3,Canada,306-854-5060,306-553-6554,lorean@yahoo.com,GMT-6,1,,,,,,
1462,SR00000712,Desirae,Oien,200 W Bijou St #6013,Calgary,AB,T2C 0Z5,Canada,403-405-2804,403-654-5087,desirae.oien@hotmail.com,GMT-7,7,,,,,,
1463,SR00000713,Delsie,Cerao,2 Us Highway 206,English Settlement,NB,E6B 2J9,Canada,506-795-5209,506-336-7043,delsie.cerao@cerao.org,GMT-5,8,,,,,,
1464,SR00000714,Mabel,Elmquist,8570 E 8th St,Winnipeg,MB,R2K 0Y2,Canada,204-285-3978,204-272-6023,mabel_elmquist@elmquist.com,GMT-6,"5,10",,,,,,
1465,SR00000715,Marnie,Purslow,3068 N Interstate 35,Winnipeg,MB,R2V 3G6,Canada,204-904-1386,204-501-8129,marnie.purslow@purslow.com,GMT-6,1,,,,,,
1466,SR00000716,Rene,Granier,4241 Tapp St,Calgary,AB,T3Z 1H1,Canada,403-438-9257,403-894-8420,rene@cox.net,GMT-7,4,,,,,,
1467,SR00000717,Trevor,Harnist,99 Hart St,Dartmouth,NS,B2Y 1G7,Canada,902-782-2576,902-641-1009,trevor.harnist@hotmail.com,GMT-5,4,,,,,,
1468,SR00000718,Sharmaine,Batdorf,1822 Guilford Rd,Saint-Basile,NB,E7C 2L8,Canada,506-839-1630,506-707-6566,sharmaine_batdorf@batdorf.com,GMT-5,2,,,,,,
1469,SR00000719,Ricki,Traux,995 Concord Rd,Montreal,QC,H3J 1S4,Canada,514-657-1920,514-784-4720,ricki.traux@traux.com,GMT-5,"5,4",,,,,,
1470,SR00000720,Bernadine,Shufelt,3 Main St,Sudbury,ON,P3C 2X6,Canada,705-693-2982,705-715-3024,bernadine_shufelt@shufelt.org,GMT-5,3,,,,,,
1471,SR00000721,Shad,Reider,7995 Douglas Rd E #6,Lloydminster,AB,T9V 2M7,Canada,780-953-3852,780-872-1107,shad_reider@aol.com,GMT-7,6,,,,,,
1472,SR00000722,Kenneth,Degennaro,965 Bryant St,St Martins,NB,E5R 1G5,Canada,506-763-6456,506-220-8258,kenneth.degennaro@aol.com,GMT-5,5,,,,,,
1473,SR00000723,Marleen,Hennon,2863 Brooklyn Terminal Mkt,Abbotsford,BC,V2S 4M2,Canada,604-545-3662,604-469-6870,marleen_hennon@aol.com,GMT-8,2,,,,,,
1474,SR00000724,Joaquin,Geitner,6410 E State Hwy,Calgary,AB,T2K 4M8,Canada,403-640-8755,403-999-6332,joaquin_geitner@cox.net,GMT-7,"9,4",,,,,,
1475,SR00000725,Slyvia,Stockham,4895 Country Club Rd,Quebec,QC,G1K 5J8,Canada,418-913-7998,418-917-4111,slyvia.stockham@aol.com,GMT-5,6,,,,,,
1476,SR00000726,Kris,Bala,43 Gateway Blvd,Brampton,ON,L7A 2E8,Canada,905-848-5458,905-860-5785,kris_bala@gmail.com,GMT-5,1,,,,,,
1477,SR00000727,Gussie,Diflorio,881 South St #4,Trenton,ON,K8V 1G7,Canada,613-857-7922,613-785-7152,gussie_diflorio@cox.net,GMT-5,8,,,,,,
1478,SR00000728,Lavelle,Lillywhite,5 S Taylor Ave,La Malbaie,QC,G5A 2R8,Canada,418-442-4179,418-719-1723,lavelle.lillywhite@hotmail.com,GMT-5,6,,,,,,
1479,SR00000729,Bev,Dermo,6059 Alewa Dr,Surrey,BC,V3X 1X5,Canada,604-880-6351,604-342-4113,bev.dermo@dermo.com,GMT-8,"1,1",,,,,,
1480,SR00000730,Bette,Digiovanni,345 Broadway St,London,ON,N6K 4J9,Canada,519-882-6434,519-206-1305,bette.digiovanni@digiovanni.org,GMT-5,2,,,,,,
1481,SR00000731,Lajuana,Mccloud,7 W Pine St,Saint-Thomas,QC,J0K 3L0,Canada,450-272-6370,450-704-8629,lajuana_mccloud@hotmail.com,GMT-5,7,,,,,,
1482,SR00000732,Shakira,Westervelt,5470 N Lamar Blvd #542,North Vancouver,BC,V7J 2J9,Canada,604-991-8721,604-514-6251,swestervelt@westervelt.org,GMT-8,1,,,,,,
1483,SR00000733,Matt,Nickolich,103 E Main St #59,Regina,SK,S4S 5Y2,Canada,306-891-2346,306-464-9089,matt@gmail.com,GMT-6,2,,,,,,
1484,SR00000734,Clemencia,Momplaisir,698 N Allen Rd,Montreal,QC,H3J 2N8,Canada,514-804-3533,514-427-6426,cmomplaisir@yahoo.com,GMT-5,"4,5",,,,,,
1485,SR00000735,Oliva,Ambert,1 Broadway St,Dawson Settlement,NB,E4H 2B6,Canada,506-672-7328,506-593-5041,oambert@gmail.com,GMT-5,5,,,,,,
1486,SR00000736,Ranee,Maye,5361 N 500 W #3065,Les Cedres,QC,J7T 3A9,Canada,450-700-5970,450-769-7974,ranee_maye@maye.com,GMT-5,3,,,,,,
1487,SR00000737,Ming,Eskew,4153 Broughton Ave,Victoria,BC,V9A 6P6,Canada,250-228-6798,250-224-3850,ming_eskew@eskew.com,GMT-8,1,,,,,,
1488,SR00000738,Annice,Peckens,5 Falls Rd,Victoria,BC,V8V 2P7,Canada,250-727-7309,250-459-4257,apeckens@peckens.org,GMT-8,9,,,,,,
1489,SR00000739,Effie,Frymark,51 3rd Ave,London,ON,N5W 5G1,Canada,519-433-4142,519-589-2250,effie_frymark@gmail.com,GMT-5,"5,9",,,,,,
1490,SR00000740,Maricela,Conger,865 N Port Ave,Coquitlam,BC,V3E 1Y4,Canada,604-568-1899,604-930-7621,mconger@aol.com,GMT-8,7,,,,,,
1491,SR00000741,Esteban,Plantenberg,78 E River,Surrey,BC,V4P 0C4,Canada,604-519-9547,604-747-2189,esteban@cox.net,GMT-8,3,,,,,,
1492,SR00000742,Doretha,Wykle,5106 N Laurel Park Dr,Kenora,ON,P9N 4E7,Canada,807-383-4855,807-878-5383,doretha@yahoo.com,GMT-5,4,,,,,,
1493,SR00000743,Dorsey,Neitzke,9768 A Aven #112,Truro,NS,B2N 3P6,Canada,902-936-9426,902-336-1190,dorsey_neitzke@hotmail.com,GMT-5,2,,,,,,
1494,SR00000744,Amie,Okuniewski,24 Venice Rd,Pembroke,ON,K8A 8M7,Canada,613-686-9039,613-257-6021,amie@yahoo.com,GMT-5,"2,9",,,,,,
1495,SR00000745,Bulah,Berkoff,2497 Pennsylvania Ave,Strathroy,ON,N7G 3V5,Canada,519-309-5863,519-911-6087,bulah.berkoff@cox.net,GMT-5,9,,,,,,
1496,SR00000746,Erin,Delbosque,357 W Mount Royal Ave,Longueuil,QC,J4M 2A8,Canada,450-316-7813,450-491-8703,erin@cox.net,GMT-5,1,,,,,,
1497,SR00000747,Kassandra,Marushia,123 Euclid Ave #9396,Nanaimo,BC,V9R 1C9,Canada,250-646-6446,250-571-5058,kassandra@gmail.com,GMT-8,5,,,,,,
1498,SR00000748,Leslee,Matsuno,1251 E Main St #990,Quebec,QC,G1H 1A6,Canada,418-460-5773,418-543-9015,leslee_matsuno@matsuno.org,GMT-5,1,,,,,,
1499,SR00000749,Daniel,Dobler,259 W 17th St #39,Beresford,NB,E8K 1B7,Canada,506-617-2607,506-951-8403,ddobler@dobler.com,GMT-5,"6,6",,,,,,
1500,SR00000750,Antonio,Unruh,9 Route 38,Port Coquitlam,BC,V3C 2Z4,Canada,604-624-7690,604-966-9833,antonio.unruh@hotmail.com,GMT-8,9,,,,,,
1751,SR00000751,Isidra,Varnado,79 Chelmsford St,Holywell Community,Flintshire,CH8 7UP,UK,01600-982590,01591-464964,ivarnado@varnado.co.uk,GMT+0,2,,,,,,
1752,SR00000752,Tonja,Driesenga,8 South John St,Lamport,Northamptonshire,NN6 9XW,UK,01683-204727,01384-883931,tdriesenga@driesenga.co.uk,GMT+0,5,,,,,,
1753,SR00000753,Shaquana,Featherston,50 Townsend St,Chadderton Central Ward,Greater Manchester,OL9 0NS,UK,01641-726098,01327-255886,shaquana@hotmail.com,GMT+0,5,,,,,,
1754,SR00000754,Gilberto,Feagins,7643 Campbell St,Penge and Cator Ward,Greater London,BR3 1LT,UK,01304-758732,01315-831243,gfeagins@gmail.com,GMT+0,"4,5",,,,,,
1755,SR00000755,Rex,Faehnle,371 Oakleigh,Warminster,Wiltshire,BA12 8NR,UK,01955-496773,01529-779988,rfaehnle@faehnle.co.uk,GMT+0,7,,,,,,
1756,SR00000756,Adolph,Cunningham,9874 Oakfield Rd,Redhill Ward,Tyne and Wear,SR5 5PT,UK,01731-429712,01252-511174,adolph_cunningham@hotmail.com,GMT+0,8,,,,,,
1757,SR00000757,Queen,Leader,6 Princes St,East Kilbride West Ward,South Lanarkshire,G75 8YR,UK,01567-846944,01445-288807,queen_leader@gmail.com,GMT+0,5,,,,,,
1758,SR00000758,Rebbecca,Rufenacht,4190 Seacombe St,Tiffield,Northamptonshire,NN12 8AA,UK,01583-168158,01926-842843,rrufenacht@yahoo.com,GMT+0,9,,,,,,
1759,SR00000759,Ardella,Goldrup,3145 Rhyl St,Londesborough,E Riding of Yorkshire,YO43 3QE,UK,01813-786468,01451-433176,ardella.goldrup@goldrup.co.uk,GMT+0,"7,3",,,,,,
1760,SR00000760,Dallas,Miyashiro,4919 Lime Grove,Whitchurch Urban,Cheshire,SY13 4HB,UK,01356-551432,01752-585779,dallas_miyashiro@miyashiro.co.uk,GMT+0,3,,,,,,
1761,SR00000761,Vivan,Jenious,8 Carolina St,Northgate Ward,West Sussex,RH10 8EZ,UK,01907-573672,01404-240746,vjenious@yahoo.com,GMT+0,4,,,,,,
1762,SR00000762,Han,Dzledzic,1592 Price St,Ponteland,Northumberland,NE20 9TF,UK,01532-163009,01303-831633,han_dzledzic@hotmail.com,GMT+0,7,,,,,,
1763,SR00000763,Emilio,Guitierrez,2 Weller St,Appleton Wiske,North Yorkshire,DL6 2AS,UK,01845-679016,01363-466980,emilio_guitierrez@guitierrez.co.uk,GMT+0,8,,,,,,
1764,SR00000764,Latia,Cos,18 Thomas St,Barnham,West Sussex,PO22 0JT,UK,01695-303367,01871-192422,lcos@yahoo.com,GMT+0,"5,10",,,,,,
1765,SR00000765,Lilli,Cureau,42 Hey Green Rd,Deepdale Ward,Lancashire,PR1 6TL,UK,01752-399931,01363-139614,lilli@yahoo.com,GMT+0,6,,,,,,
1766,SR00000766,Maryanne,Siske,256 Vesuvius St #159,Stutton with Hazlewood,North Yorkshire,LS24 9UA,UK,01455-447890,01597-966938,maryanne@hotmail.com,GMT+0,2,,,,,,
1767,SR00000767,Eliz,Strimple,82 Denison St #2642,Holyrood Ward,Greater Manchester,M25 1JB,UK,01699-467608,01844-754890,eliz@gmail.com,GMT+0,2,,,,,,
1768,SR00000768,Laura,Gumaer,1779 Bird St,East Sheen Ward,Greater London,SW14 8JZ,UK,01821-208235,01798-839362,laura_gumaer@gmail.com,GMT+0,6,,,,,,
1769,SR00000769,Leanora,Respicio,99 College St South #1,Byker Ward,Tyne and Wear,NE6 2RX,UK,01564-503370,01694-477023,lrespicio@respicio.co.uk,GMT+0,"3,6",,,,,,
1770,SR00000770,Sherell,Pomarico,29 Greenleaf St,Llangristiolus Community,Isle of Anglesey,LL62 5HD,UK,01523-372834,01323-831572,spomarico@hotmail.com,GMT+0,3,,,,,,
1771,SR00000771,Charlie,Isita,39 Hooton Place,"Neilston, Uplawmoor and Newton",East Renfrewshire,G78 3AB,UK,01295-844061,01796-315694,charlie@isita.co.uk,GMT+0,3,,,,,,
1772,SR00000772,Veronique,Nuckolls,198 Ranelagh Place,Central Buchan Ward,Aberdeenshire,AB43 6RD,UK,01632-762032,01699-696279,vnuckolls@gmail.com,GMT+0,9,,,,,,
1773,SR00000773,Antonio,Villamarin,353 Standish St #8264,Little Parndon and Hare Street,Hertfordshire,CM20 2HT,UK,01559-403415,01388-777812,antonio.villamarin@gmail.com,GMT+0,3,,,,,,
1774,SR00000774,Louvenia,Kincannon,87 Eldon Place,Read,Lancashire,BB12 7RY,UK,01315-409372,01600-973642,lkincannon@kincannon.co.uk,GMT+0,"7,9",,,,,,
1775,SR00000775,Roxanne,Hedegore,592 Catharine St,Blantyre Ward,South Lanarkshire,G72 0RZ,UK,01317-299836,01512-894063,roxanne_hedegore@gmail.com,GMT+0,9,,,,,,
1776,SR00000776,Eve,Hoffstot,1661 Arrow St,Kirk Hammerton,York,YO26 8DA,UK,01746-129962,01314-564188,eve.hoffstot@yahoo.com,GMT+0,1,,,,,,
